Scoring Function,Distance Cutoff,Fold,RMSE,PEARSON
ECIF-RF,11.0,7,1.3771281090383156,0.7511433691952507
ECIF-RF,11.0,8,1.3708214830275935,0.7077803909045961
ECIF-RF,11.0,9,1.4532185169518381,0.7319313573311689
ECIF-RF,11.0,Test,1.4068529515632069,0.801969963180132
ECIF-RF,11.5,0,1.423596997091656,0.7241681153355397
ECIF-RF,11.5,1,1.4100153670584992,0.6809584284254568
ECIF-RF,11.5,2,1.3625850492759508,0.6578304763544314
ECIF-RF,11.5,3,1.3600961682132364,0.7457589949782986
ECIF-RF,11.5,4,1.3920651611128274,0.6995283084029608
ECIF-RF,11.5,5,1.389556970120552,0.7436543066435207
ECIF-RF,11.5,6,1.343948263997684,0.6753296892627857
ECIF-RF,11.5,7,1.3739105187384892,0.7524960831038362
ECIF-RF,11.5,8,1.3586474668811614,0.7139871232696836
ECIF-RF,11.5,9,1.4512763339894537,0.7327780467368898
ECIF-RF,11.5,Test,1.4145679990839188,0.7958985287109844
ECIF-RF,12.0,0,1.4456339324795673,0.7138499541313721
ECIF-RF,12.0,1,1.410252097212895,0.680826179541776
ECIF-RF,12.0,2,1.3587889182514203,0.660225169546764
ECIF-RF,12.0,3,1.349106598765602,0.7505331491923887
ECIF-RF,12.0,4,1.386464711080147,0.7024531917495485
ECIF-RF,12.0,5,1.3775167097992411,0.7488218353897327
ECIF-RF,12.0,6,1.3486831839724158,0.6724810437620711
ECIF-RF,12.0,7,1.378260600751957,0.7506659219895673
ECIF-RF,12.0,8,1.3702935232446185,0.7080518446742049
ECIF-RF,12.0,9,1.4469036002722668,0.7346766250948156
ECIF-RF,12.0,Test,1.4214742623949363,0.793062110368038
ECIF-RF,12.5,0,1.4435853467137594,0.714822146127035
ECIF-RF,12.5,1,1.3998070013244783,0.6866161377192824
ECIF-RF,12.5,2,1.3636272420587972,0.6571703365547205
ECIF-RF,12.5,3,1.3570147513249553,0.747104633279479
ECIF-RF,12.5,4,1.402254394760995,0.6941447488373071
ECIF-RF,12.5,5,1.3851968143425402,0.7455349665126486
ECIF-RF,12.5,6,1.3488881588719015,0.6723572264640904
ECIF-RF,12.5,7,1.394991030031532,0.7435306445786943
ECIF-RF,12.5,8,1.37407499988473,0.7061029585089159
ECIF-RF,12.5,9,1.4673222521361238,0.7257189644997131
ECIF-RF,12.5,Test,1.415967846619283,0.796150910875433
ECIF-RF,13.0,0,1.4571531687375223,0.7083325666716452
ECIF-RF,13.0,1,1.3995055290649223,0.6867818897592864
ECIF-RF,13.0,2,1.3548831646451025,0.6626730487532566
ECIF-RF,13.0,3,1.3607666619052612,0.7454654673566063
ECIF-RF,13.0,4,1.4012857600318012,0.6946600231022633
ECIF-RF,13.0,5,1.388062911588419,0.744299937897735
ECIF-RF,13.0,6,1.3556096656521552,0.6682738279860939
ECIF-RF,13.0,7,1.3735990516477257,0.7526267307762531
ECIF-RF,13.0,8,1.3652798513723814,0.7106192953901107
ECIF-RF,13.0,9,1.4707980072468398,0.7241705091541668
ECIF-RF,13.0,Test,1.4125345822901516,0.7956915327733034
ECIF-RF,13.5,0,1.45734900467531,0.708238015153387
ECIF-RF,13.5,1,1.3975398988347387,0.6878607572000307
ECIF-RF,13.5,2,1.3713726274669178,0.6522274236889939
ECIF-RF,13.5,3,1.3606330580965418,0.7455239769738193
ECIF-RF,13.5,4,1.3991498331441368,0.6957936451530962
ECIF-RF,13.5,5,1.3867806138972254,0.7448530609215493
ECIF-RF,13.5,6,1.3561880653694007,0.6679203246160579
ECIF-RF,13.5,7,1.3831862597306601,0.7485811908901074
ECIF-RF,13.5,8,1.368776432539221,0.7088307064564443
ECIF-RF,13.5,9,1.470925454471334,0.7241135985356308
ECIF-RF,13.5,Test,1.4155649901561531,0.7951834821193278
ECIF-RF,14.0,0,1.4709701874584378,0.7015988369469544
ECIF-RF,14.0,1,1.3956803891815226,0.6888784307987913
ECIF-RF,14.0,2,1.3736889602493267,0.6507364331663568
ECIF-RF,14.0,3,1.3816772351787312,0.7361790042601986
ECIF-RF,14.0,4,1.4056539281181375,0.6923304745163384
ECIF-RF,14.0,5,1.396441514675338,0.7406629854895459
ECIF-RF,14.0,6,1.3617693380308804,0.664491738279836
ECIF-RF,14.0,7,1.3866601051344023,0.7471029387459281
ECIF-RF,14.0,8,1.3673497712490188,0.7095615765938277
ECIF-RF,14.0,9,1.4702295685422582,0.7244242268038419
ECIF-RF,14.0,Test,1.4152806672714362,0.7964051387427307
ECIF-RF,14.5,0,1.46676800440814,0.7036603285932759
ECIF-RF,14.5,1,1.3938571583898736,0.6898734793884179
ECIF-RF,14.5,2,1.3741966949867357,0.6504088180299521
ECIF-RF,14.5,3,1.3745629791905776,0.7393674887275459
ECIF-RF,14.5,4,1.4049894754986836,0.6926858011203182
ECIF-RF,14.5,5,1.4052180493286979,0.7368103983869221
ECIF-RF,14.5,6,1.3560054511153858,0.6680319703561285
ECIF-RF,14.5,7,1.3825349940062963,0.7488575920031527
ECIF-RF,14.5,8,1.3633919079335048,0.7115812598021577
ECIF-RF,14.5,9,1.4789406123270885,0.7205155015624448
ECIF-RF,14.5,Test,1.4167552296318249,0.7974307949073534
ECIF-RF,15.0,0,1.4844078567309815,0.6949255713554336
ECIF-RF,15.0,1,1.4024893929298123,0.6851379944522434
ECIF-RF,15.0,2,1.3834335050862494,0.6443983658416433
ECIF-RF,15.0,3,1.3784635109973702,0.7376230844562123
ECIF-RF,15.0,4,1.4090016282814342,0.6905348945801957
ECIF-RF,15.0,5,1.4197778321308154,0.7303205052071094
ECIF-RF,15.0,6,1.3656510384121492,0.6620883808360466
ECIF-RF,15.0,7,1.390416188357912,0.7454971004749446
ECIF-RF,15.0,8,1.3726384054319765,0.7068446120239641
ECIF-RF,15.0,9,1.4725949817042103,0.7233672140698243
ECIF-RF,15.0,Test,1.413068579266228,0.7986339224058413
ECIF::LD-RF,4.0,0,1.4221369913930912,0.7248409799509183
ECIF::LD-RF,4.0,1,1.4506530750082078,0.6575302465814191
ECIF::LD-RF,4.0,2,1.3708325992560229,0.6525741813982959
ECIF::LD-RF,4.0,3,1.4118703732576718,0.7223033392886516
ECIF::LD-RF,4.0,4,1.4759271759636414,0.6526555661610342
ECIF::LD-RF,4.0,5,1.4392719916256216,0.7214332638474453
ECIF::LD-RF,4.0,6,1.4204049319958714,0.6264358794940811
ECIF::LD-RF,4.0,7,1.4312966968137006,0.7275022270274278
ECIF::LD-RF,4.0,8,1.4457760538538045,0.6669982795915439
ECIF::LD-RF,4.0,9,1.5073632571053588,0.7074478888192371
ECIF::LD-RF,4.0,Test,1.4554961177386496,0.7811164026786507
ECIF::LD-RF,4.5,0,1.4170048338957135,0.7271958090472309
ECIF::LD-RF,4.5,1,1.4361679545164072,0.666052363287666
ECIF::LD-RF,4.5,2,1.3525967210237269,0.6640986030314657
ECIF::LD-RF,4.5,3,1.408887447628781,0.723699481754876
ECIF::LD-RF,4.5,4,1.4587630564191951,0.662746655746504
ECIF::LD-RF,4.5,5,1.4201293950736509,0.7301622549196144
ECIF::LD-RF,4.5,6,1.4145339336510794,0.6304238011843629
ECIF::LD-RF,4.5,7,1.4208105621885423,0.7322102243334512
ECIF::LD-RF,4.5,8,1.451878888114564,0.6634684495184283
ECIF::LD-RF,4.5,9,1.4859279195230446,0.7173480319782535
ECIF::LD-RF,4.5,Test,1.4230369878113849,0.7939502281612854
ECIF::LD-RF,5.0,0,1.403972940405919,0.7331034659713405
ECIF::LD-RF,5.0,1,1.4383097245539358,0.6648045288169309
ECIF::LD-RF,5.0,2,1.3510990528197786,0.6650294125700081
ECIF::LD-RF,5.0,3,1.418310171169353,0.7192698649190132
ECIF::LD-RF,5.0,4,1.4576237128978518,0.6634069215744164
ECIF::LD-RF,5.0,5,1.4115058111605685,0.7340229258760279
ECIF::LD-RF,5.0,6,1.4048970756395582,0.6368802523194309
ECIF::LD-RF,5.0,7,1.412468604149189,0.7359095121936368
ECIF::LD-RF,5.0,8,1.4287559949730215,0.6766680542072404
ECIF::LD-RF,5.0,9,1.4913175891722286,0.7148849550966017
ECIF::LD-RF,5.0,Test,1.4280374041816115,0.7923825246987127
ECIF::LD-RF,5.5,0,1.4142561659480268,0.7284503831140082
ECIF::LD-RF,5.5,1,1.427959294396023,0.6707963000850931
ECIF::LD-RF,5.5,2,1.3387308841972112,0.6726281158786356
ECIF::LD-RF,5.5,3,1.4073913797619042,0.7243975854265862
ECIF::LD-RF,5.5,4,1.4524332657987893,0.6664000853475917
ECIF::LD-RF,5.5,5,1.4004460657936162,0.7389106148141167
ECIF::LD-RF,5.5,6,1.4117315601116889,0.6323126796375363
ECIF::LD-RF,5.5,7,1.4092562825567698,0.7373233009952792
ECIF::LD-RF,5.5,8,1.417262355460637,0.6830569200342753
ECIF::LD-RF,5.5,9,1.4941966079422642,0.7135620937230491
ECIF::LD-RF,5.5,Test,1.4018523190092382,0.8069449961613472
ECIF::LD-RF,6.0,0,1.4018934799342735,0.7340367116773341
ECIF::LD-RF,6.0,1,1.4285381909343862,0.6704637336828771
ECIF::LD-RF,6.0,2,1.337112589164374,0.6736108826061923
ECIF::LD-RF,6.0,3,1.4226490465295758,0.7172109756640666
ECIF::LD-RF,6.0,4,1.4503462604813742,0.6675968138160604
ECIF::LD-RF,6.0,5,1.3907061224022141,0.7431568658921012
ECIF::LD-RF,6.0,6,1.395705568875062,0.6429373959403402
ECIF::LD-RF,6.0,7,1.4058812720648577,0.7388023196939778
ECIF::LD-RF,6.0,8,1.3965874366729338,0.6942741584267689
ECIF::LD-RF,6.0,9,1.4908125628784354,0.7151164913234709
ECIF::LD-RF,6.0,Test,1.4048359981195782,0.8074011423001879
ECIF::LD-RF,6.5,0,1.4038311910982262,0.7331671636447229
ECIF::LD-RF,6.5,1,1.4250992762451236,0.6724349464850846
ECIF::LD-RF,6.5,2,1.3393438129858792,0.6722552073606369
ECIF::LD-RF,6.5,3,1.3921945598452106,0.7314094474007462
ECIF::LD-RF,6.5,4,1.4449398966248919,0.6706790361257962
ECIF::LD-RF,6.5,5,1.3829888276968172,0.7464832784524322
ECIF::LD-RF,6.5,6,1.3804638598443422,0.6527718405724253
ECIF::LD-RF,6.5,7,1.4044128494592525,0.7394437926125983
ECIF::LD-RF,6.5,8,1.3891468779811484,0.6982271800827026
ECIF::LD-RF,6.5,9,1.4786154782053027,0.7206621889768825
ECIF::LD-RF,6.5,Test,1.405752142594284,0.8066646093416455
ECIF::LD-RF,7.0,0,1.4070733323849016,0.7317072485870075
ECIF::LD-RF,7.0,1,1.419930639026295,0.6753779436227844
ECIF::LD-RF,7.0,2,1.3347993438230918,0.6750111397403956
ECIF::LD-RF,7.0,3,1.38487150433012,0.7347375115195546
ECIF::LD-RF,7.0,4,1.4368222317104502,0.6752591573026789
ECIF::LD-RF,7.0,5,1.3813929717698623,0.7471669956145199
ECIF::LD-RF,7.0,6,1.3758350970473798,0.6557081506847262
ECIF::LD-RF,7.0,7,1.3909262272584155,0.7452784412844308
ECIF::LD-RF,7.0,8,1.3727126062555632,0.7068063432993447
ECIF::LD-RF,7.0,9,1.4823061346637207,0.7189934563730018
ECIF::LD-RF,7.0,Test,1.4117970191710818,0.8034892420756277
ECIF::LD-RF,7.5,0,1.398327082697311,0.735631314978856
ECIF::LD-RF,7.5,1,1.4303059977612584,0.6694462997657282
ECIF::LD-RF,7.5,2,1.3270889886125012,0.6796401793830564
ECIF::LD-RF,7.5,3,1.3704276532752608,0.7412070361498798
ECIF::LD-RF,7.5,4,1.4353817063451604,0.6760660005277602
ECIF::LD-RF,7.5,5,1.3726400150091222,0.7508920163762781
ECIF::LD-RF,7.5,6,1.366715406975688,0.6614266522988526
ECIF::LD-RF,7.5,7,1.3877793947624817,0.7466252242672536
ECIF::LD-RF,7.5,8,1.364015150868738,0.7112639896400983
ECIF::LD-RF,7.5,9,1.4642897562023536,0.7270642694636775
ECIF::LD-RF,7.5,Test,1.40597971427556,0.8052502185110937
ECIF::LD-RF,8.0,0,1.3966800065680574,0.7363652198142311
ECIF::LD-RF,8.0,1,1.4272516543458236,0.6712024207237114
ECIF::LD-RF,8.0,2,1.3293206138810625,0.6783063882205045
ECIF::LD-RF,8.0,3,1.3764191759414006,0.7385384866341719
ECIF::LD-RF,8.0,4,1.4219164548704326,0.683523189745751
ECIF::LD-RF,8.0,5,1.368289710787213,0.7527277649414947
ECIF::LD-RF,8.0,6,1.3750792720224858,0.6561854353601639
ECIF::LD-RF,8.0,7,1.3813304394678811,0.7493682008420673
ECIF::LD-RF,8.0,8,1.3595192608241051,0.7135462809955524
ECIF::LD-RF,8.0,9,1.4571957861179072,0.7301908696057048
ECIF::LD-RF,8.0,Test,1.4022978104890758,0.8074506854455297
ECIF::LD-RF,8.5,0,1.3972408241599594,0.7361155097456519
ECIF::LD-RF,8.5,1,1.4344725843681982,0.6670371463989438
ECIF::LD-RF,8.5,2,1.3342031434896309,0.6753711697140847
ECIF::LD-RF,8.5,3,1.387796520114689,0.7334121131851375
ECIF::LD-RF,8.5,4,1.4213276496010423,0.6838458258286314
ECIF::LD-RF,8.5,5,1.3768693131784195,0.7490974108437416
ECIF::LD-RF,8.5,6,1.386916096436207,0.6486400140723725
ECIF::LD-RF,8.5,7,1.3857845411036314,0.7474761494829586
ECIF::LD-RF,8.5,8,1.358591906985802,0.7140151995764222
ECIF::LD-RF,8.5,9,1.4502875955093508,0.7332082745736868
ECIF::LD-RF,8.5,Test,1.4016834192531216,0.8099804577063929
ECIF::LD-RF,9.0,0,1.384987943383924,0.7415294181890516
ECIF::LD-RF,9.0,1,1.4266706661061797,0.6715355208413252
ECIF::LD-RF,9.0,2,1.3394915190347596,0.6721652858941605
ECIF::LD-RF,9.0,3,1.3873565480829917,0.7336118073928154
ECIF::LD-RF,9.0,4,1.4242308508718196,0.6822522393978288
ECIF::LD-RF,9.0,5,1.37491410319633,0.7499282793115732
ECIF::LD-RF,9.0,6,1.3668108638123797,0.6613672482745646
ECIF::LD-RF,9.0,7,1.3804828683642596,0.7497270099662765
ECIF::LD-RF,9.0,8,1.3526351685047446,0.717012332547833
ECIF::LD-RF,9.0,9,1.4523901184188943,0.7322927536540084
ECIF::LD-RF,9.0,Test,1.3887519016496213,0.8138283012231634
ECIF::LD-RF,9.5,0,1.3954293345284805,0.7369214295146704
ECIF::LD-RF,9.5,1,1.4230421988214277,0.6736090583997942
ECIF::LD-RF,9.5,2,1.3381303850694648,0.6729930963483729
ECIF::LD-RF,9.5,3,1.3765201886905545,0.7384933141845857
ECIF::LD-RF,9.5,4,1.4306485748782125,0.6787046178457533
ECIF::LD-RF,9.5,5,1.374819397941791,0.7499684710706799
ECIF::LD-RF,9.5,6,1.3700547743306883,0.6593428656573846
ECIF::LD-RF,9.5,7,1.3688181067751632,0.7546255960623238
ECIF::LD-RF,9.5,8,1.3498745663845515,0.7183926412044658
ECIF::LD-RF,9.5,9,1.4498810378052511,0.7333850209813837
ECIF::LD-RF,9.5,Test,1.3915001686136916,0.8126933386455306
ECIF::LD-RF,10.0,0,1.3937873345931038,0.7376502816653014
ECIF::LD-RF,10.0,1,1.4242756127523792,0.672905515972068
ECIF::LD-RF,10.0,2,1.3346750124929077,0.6750862493390639
ECIF::LD-RF,10.0,3,1.3743718230897042,0.7394527453001634
ECIF::LD-RF,10.0,4,1.4277879345024858,0.6802901930716476
ECIF::LD-RF,10.0,5,1.3829502433485157,0.7464998259598262
ECIF::LD-RF,10.0,6,1.3739873117433907,0.6568739061298375
ECIF::LD-RF,10.0,7,1.3721414890674204,0.7532374240630608
ECIF::LD-RF,10.0,8,1.3554871904541952,0.7155805471387573
ECIF::LD-RF,10.0,9,1.4391636899014828,0.7380112463858434
ECIF::LD-RF,10.0,Test,1.3886067298082536,0.8145803248970243
ECIF::LD-RF,10.5,0,1.4000973530183218,0.7348407340223696
ECIF::LD-RF,10.5,1,1.4236303521787397,0.6732737419615324
ECIF::LD-RF,10.5,2,1.3311004901726728,0.6772391034533388
ECIF::LD-RF,10.5,3,1.3807819383625437,0.7365819265603304
ECIF::LD-RF,10.5,4,1.4294143757397124,0.6793895440538005
ECIF::LD-RF,10.5,5,1.3796044136130028,0.7479315932109456
ECIF::LD-RF,10.5,6,1.3816016399040916,0.6520465367153375
ECIF::LD-RF,10.5,7,1.3761575080133588,0.7515520114722064
ECIF::LD-RF,10.5,8,1.3531951033249403,0.7167316948693542
ECIF::LD-RF,10.5,9,1.4469935100411,0.7346376945841363
ECIF::LD-RF,10.5,Test,1.4003564331061409,0.8092368888359549
ECIF::LD-RF,11.0,0,1.3876219988537648,0.7403729223927258
ECIF::LD-RF,11.0,1,1.4068800578211915,0.6827054582709241
ECIF::LD-RF,11.0,2,1.3210149581291883,0.6832460206702836
ECIF::LD-RF,11.0,3,1.3715877786423134,0.7406919891565619
ECIF::LD-RF,11.0,4,1.423676396539487,0.6825571218754002
ECIF::LD-RF,11.0,5,1.3678012038444023,0.7529332630143242
ECIF::LD-RF,11.0,6,1.3801364279989337,0.652980309559085
ECIF::LD-RF,11.0,7,1.3623566310911333,0.7573076704168928
ECIF::LD-RF,11.0,8,1.3463396373892067,0.7201521493128942
ECIF::LD-RF,11.0,9,1.438969614104836,0.7380944380236588
ECIF::LD-RF,11.0,Test,1.3871252095269784,0.8136350495193809
ECIF::LD-RF,11.5,0,1.3931339967626255,0.7379398471035109
ECIF::LD-RF,11.5,1,1.4162336133000257,0.6774686442916154
ECIF::LD-RF,11.5,2,1.3296053996553157,0.6781358281165323
ECIF::LD-RF,11.5,3,1.3664755229219545,0.7429556738176181
ECIF::LD-RF,11.5,4,1.4285508732116767,0.6798679886395077
ECIF::LD-RF,11.5,5,1.3670919277653837,0.7532314007287024
ECIF::LD-RF,11.5,6,1.3737316332725182,0.6570349258237509
ECIF::LD-RF,11.5,7,1.372241495265459,0.7531955597418489
ECIF::LD-RF,11.5,8,1.3539821005606842,0.7163368718227956
ECIF::LD-RF,11.5,9,1.4412493391030203,0.7371159199379078
ECIF::LD-RF,11.5,Test,1.3898296349267785,0.8142734458613299
ECIF::LD-RF,12.0,0,1.4026928513065968,0.7336782641174479
ECIF::LD-RF,12.0,1,1.4115603389537263,0.6800944680109816
ECIF::LD-RF,12.0,2,1.3249317384616557,0.680924910680317
ECIF::LD-RF,12.0,3,1.3647058860850272,0.7437356916463304
ECIF::LD-RF,12.0,4,1.4184680206360343,0.6854087050922198
ECIF::LD-RF,12.0,5,1.3644356358633385,0.7543455300418006
ECIF::LD-RF,12.0,6,1.3735763375962196,0.6571326931433902
ECIF::LD-RF,12.0,7,1.37920349697494,0.7502678748924256
ECIF::LD-RF,12.0,8,1.3527582825081597,0.7169506475543785
ECIF::LD-RF,12.0,9,1.435239628567151,0.7396893234302028
ECIF::LD-RF,12.0,Test,1.3888099138319456,0.8142940285886842
ECIF::LD-RF,12.5,0,1.4026913979425653,0.7336789161674049
ECIF::LD-RF,12.5,1,1.4115201799876846,0.6801169510973417
ECIF::LD-RF,12.5,2,1.3255945716081228,0.6805306467253073
ECIF::LD-RF,12.5,3,1.3686042638006684,0.7420149425249415
ECIF::LD-RF,12.5,4,1.4349957140970566,0.6762818952341643
ECIF::LD-RF,12.5,5,1.3655675089734394,0.7538712544019402
ECIF::LD-RF,12.5,6,1.3736165109376142,0.657107404231132
ECIF::LD-RF,12.5,7,1.3873313800429905,0.7468165205606885
ECIF::LD-RF,12.5,8,1.3506719736502422,0.7179944974376261
ECIF::LD-RF,12.5,9,1.4404689614371526,0.7374511991716555
ECIF::LD-RF,12.5,Test,1.382949308059575,0.8172063253114104
ECIF::LD-RF,13.0,0,1.4168306277601252,0.7272754585155295
ECIF::LD-RF,13.0,1,1.4130063724606203,0.6792839804201664
ECIF::LD-RF,13.0,2,1.3275203900569572,0.6793827194509515
ECIF::LD-RF,13.0,3,1.3719087675071049,0.7405493432828376
ECIF::LD-RF,13.0,4,1.4286897823324392,0.6797910648979283
ECIF::LD-RF,13.0,5,1.3600060041293585,0.7561949964517043
ECIF::LD-RF,13.0,6,1.3788424328420692,0.6538030355043708
ECIF::LD-RF,13.0,7,1.3891930808792794,0.7460208722809244
ECIF::LD-RF,13.0,8,1.3520317598784026,0.7173145063119404
ECIF::LD-RF,13.0,9,1.4384005813746517,0.7383382382948274
ECIF::LD-RF,13.0,Test,1.3855280348081374,0.814836612777925
ECIF::LD-RF,13.5,0,1.4195200288680527,0.7260437599542955
ECIF::LD-RF,13.5,1,1.405351414298981,0.6835542098467727
ECIF::LD-RF,13.5,2,1.336447305173919,0.6740141398055991
ECIF::LD-RF,13.5,3,1.3740991229752215,0.7395743333789571
ECIF::LD-RF,13.5,4,1.4366494900675684,0.6753560040832455
ECIF::LD-RF,13.5,5,1.3698706933536768,0.7520618114639679
ECIF::LD-RF,13.5,6,1.376983206321431,0.6549819803501961
ECIF::LD-RF,13.5,7,1.3909557297865354,0.7452657888149564
ECIF::LD-RF,13.5,8,1.3599486317116638,0.7133289557876299
ECIF::LD-RF,13.5,9,1.4467823953779406,0.7347290991559652
ECIF::LD-RF,13.5,Test,1.3882508556410371,0.8165322916812131
ECIF::LD-RF,14.0,0,1.4139142470382418,0.7286061238596941
ECIF::LD-RF,14.0,1,1.402291374817114,0.6852473190025277
ECIF::LD-RF,14.0,2,1.3433167753034545,0.6698288505729033
ECIF::LD-RF,14.0,3,1.386433159095594,0.7340305321523143
ECIF::LD-RF,14.0,4,1.43578200781527,0.6758419681184399
ECIF::LD-RF,14.0,5,1.3681988188336611,0.7527660098656749
ECIF::LD-RF,14.0,6,1.3797964352893273,0.6531966530648291
ECIF::LD-RF,14.0,7,1.3857867120075358,0.7474752246531561
ECIF::LD-RF,14.0,8,1.3435392108631539,0.7215397484434332
ECIF::LD-RF,14.0,9,1.436103744522258,0.7393205149172183
ECIF::LD-RF,14.0,Test,1.3963613182463697,0.8116600972075947
ECIF::LD-RF,14.5,0,1.4185554342777127,0.7264860362472855
ECIF::LD-RF,14.5,1,1.4079507665301876,0.6821097874514034
ECIF::LD-RF,14.5,2,1.3267537976360357,0.6798400959590841
ECIF::LD-RF,14.5,3,1.3932175531633384,0.7309419263499183
ECIF::LD-RF,14.5,4,1.4365509059817274,0.6754112633399433
ECIF::LD-RF,14.5,5,1.3715985822656749,0.7513324211037612
ECIF::LD-RF,14.5,6,1.369707880636592,0.6595598729541655
ECIF::LD-RF,14.5,7,1.3724881875728678,0.7530922670834029
ECIF::LD-RF,14.5,8,1.3591565528438796,0.7137297598978463
ECIF::LD-RF,14.5,9,1.4491641840418132,0.7336964407479921
ECIF::LD-RF,14.5,Test,1.3936040454419902,0.8149517260508709
ECIF::LD-RF,15.0,0,1.4208963666419654,0.7254117072782097
ECIF::LD-RF,15.0,1,1.413186194561309,0.6791830662237801
ECIF::LD-RF,15.0,2,1.3371115634056503,0.6736115047029536
ECIF::LD-RF,15.0,3,1.3941436186554328,0.7305181481197301
ECIF::LD-RF,15.0,4,1.4496781220638075,0.6679791208988636
ECIF::LD-RF,15.0,5,1.379498886192314,0.747976650185503
ECIF::LD-RF,15.0,6,1.3682189941063612,0.6604898471891006
ECIF::LD-RF,15.0,7,1.3858449306517886,0.7474504218800032
ECIF::LD-RF,15.0,8,1.3639002914488727,0.7113224819028967
ECIF::LD-RF,15.0,9,1.444132664224742,0.7358742335059582
ECIF::LD-RF,15.0,Test,1.397177199414667,0.8120341899399283
ELEMENTS::LD-RF,4.0,0,1.4393077357870938,0.7168434805331856
ELEMENTS::LD-RF,4.0,1,1.4641300599495055,0.6494225845912271
ELEMENTS::LD-RF,4.0,2,1.3712417582291878,0.6523114856449586
ELEMENTS::LD-RF,4.0,3,1.4289674754232538,0.7141908200692152
ELEMENTS::LD-RF,4.0,4,1.5149504137175533,0.6286516837455406
ELEMENTS::LD-RF,4.0,5,1.468545167803603,0.7076448383970466
ELEMENTS::LD-RF,4.0,6,1.4437258740013892,0.6101697024408894
ELEMENTS::LD-RF,4.0,7,1.4657756169026184,0.7115523269127105
ELEMENTS::LD-RF,4.0,8,1.4597984349744322,0.658837273650976
ELEMENTS::LD-RF,4.0,9,1.550849207625664,0.6864733102695465
ELEMENTS::LD-RF,4.0,Test,1.4858828393793726,0.7640016144034927
ELEMENTS::LD-RF,4.5,0,1.433825458250337,0.719417035838114
ELEMENTS::LD-RF,4.5,1,1.4504330627469442,0.6576611572691093
ELEMENTS::LD-RF,4.5,2,1.3501227401753004,0.6656349414223103
ELEMENTS::LD-RF,4.5,3,1.4263811213933135,0.7154302352877919
ELEMENTS::LD-RF,4.5,4,1.4853307178834303,0.6470094592169404
ELEMENTS::LD-RF,4.5,5,1.4447961407702223,0.718872615883764
ELEMENTS::LD-RF,4.5,6,1.4326274231039997,0.6179972362380051
ELEMENTS::LD-RF,4.5,7,1.4563480162969014,0.7159867180946842
ELEMENTS::LD-RF,4.5,8,1.4175230689833602,0.682913231500354
ELEMENTS::LD-RF,4.5,9,1.546377196459718,0.6886876138066681
ELEMENTS::LD-RF,4.5,Test,1.4567036714399793,0.7763828237669352
ELEMENTS::LD-RF,5.0,0,1.4286259496323257,0.7218403450364542
ELEMENTS::LD-RF,5.0,1,1.4327832399520632,0.6680158308804288
ELEMENTS::LD-RF,5.0,2,1.3218759859853224,0.6827370352548802
ELEMENTS::LD-RF,5.0,3,1.4318652264372178,0.7127969447462742
ELEMENTS::LD-RF,5.0,4,1.477534446265936,0.6516965227856987
ELEMENTS::LD-RF,5.0,5,1.4282140865584658,0.7265026867474557
ELEMENTS::LD-RF,5.0,6,1.407191849770861,0.6353527562671925
ELEMENTS::LD-RF,5.0,7,1.4432760900166637,0.722043410825957
ELEMENTS::LD-RF,5.0,8,1.4053182657123704,0.689579560654604
ELEMENTS::LD-RF,5.0,9,1.5311823849967925,0.6961114753026694
ELEMENTS::LD-RF,5.0,Test,1.4445300428854344,0.7798858224691527
ELEMENTS::LD-RF,5.5,0,1.4187315720472302,0.7264053178421972
ELEMENTS::LD-RF,5.5,1,1.4419592817319578,0.6626685149402287
ELEMENTS::LD-RF,5.5,2,1.3316916429673469,0.6768839360579706
ELEMENTS::LD-RF,5.5,3,1.4326384296271562,0.7124240798926783
ELEMENTS::LD-RF,5.5,4,1.483502302155543,0.6481139507785034
ELEMENTS::LD-RF,5.5,5,1.4211179654665838,0.7297168721168259
ELEMENTS::LD-RF,5.5,6,1.4180300748910408,0.6280540601866899
ELEMENTS::LD-RF,5.5,7,1.439081402104949,0.7239647276990615
ELEMENTS::LD-RF,5.5,8,1.3881712856393973,0.6987422743080207
ELEMENTS::LD-RF,5.5,9,1.5227339532560953,0.7001737933626738
ELEMENTS::LD-RF,5.5,Test,1.4170873904347343,0.7949560752766567
ELEMENTS::LD-RF,6.0,0,1.4087456879760023,0.7309517385635822
ELEMENTS::LD-RF,6.0,1,1.4399261672186008,0.6638599723737756
ELEMENTS::LD-RF,6.0,2,1.332187599671421,0.6765856973644957
ELEMENTS::LD-RF,6.0,3,1.4221644141353318,0.7174415495709018
ELEMENTS::LD-RF,6.0,4,1.4716271445888442,0.6552093456176408
ELEMENTS::LD-RF,6.0,5,1.415939769915601,0.7320433780889612
ELEMENTS::LD-RF,6.0,6,1.405922846765342,0.6361982182338579
ELEMENTS::LD-RF,6.0,7,1.437984195477648,0.7244655259851603
ELEMENTS::LD-RF,6.0,8,1.3876821634841268,0.6990002425638215
ELEMENTS::LD-RF,6.0,9,1.5197703118731662,0.7015879499073083
ELEMENTS::LD-RF,6.0,Test,1.4319082573606254,0.7928116434875424
ELEMENTS::LD-RF,6.5,0,1.4139424626023969,0.7285932746296567
ELEMENTS::LD-RF,6.5,1,1.4370704176463551,0.6655270836087824
ELEMENTS::LD-RF,6.5,2,1.3368920344481159,0.6737446192771239
